,Bedroom Info,Bathroom Info,Rooms Info,Interior Info,Exterior Info,Property Info,Laundry Info,Fireplace Info,Flooring Info,Kitchen+Dining Info,Living Room Info
2026,[],[],"['deck', 'patio']",[],[],"['wood', 'wood', 'walk', 'vaulted']",[],[],[],[],"['walk', 'office', 'office']"
2027,[],[],[],[],[],[],[],[],[],[],[]
2028,[],[],[],[],"['laminate', 'carpet']","['walk', 'pantry', 'walk']",[],[],[],[],[]
2029,[],[],['fireplace'],['fireplace'],[],"['sauna', 'walk']","['pantry', 'pantry', 'walk']",[],[],[],[]
2030,[],[],['patio'],[],[],"['dryer', 'washer', 'wood']",[],[],[],[],['granite']
2031,[],[],['wood'],[],[],[],[],[],[],[],[]
2032,[],[],[],['fireplace'],[],"['island', 'pantry']",[],[],[],[],[]
2033,[],[],[],[],[],[],[],[],[],"['deck', 'patio']",[]
2034,[],[],[],[],[],"['carpet', 'laminate']",[],[],[],[],[]
2035,['walk'],[],[],[],[],"['washer', 'dryer']",[],[],[],"['ceiling fan', 'walk', 'washer', 'dryer']",[]
2037,[],[],[],[],[],['carpet'],[],[],[],[],[]
2038,[],[],[],[],[],['carpet'],['bar'],[],[],[],[]
2040,[],[],[],['fireplace'],[],"['carpet', 'laminate', 'ceiling fan']",[],[],[],[],[]
2041,[],[],[],[],[],[],[],[],[],[],[]
2042,[],[],['patio'],[],[],"['carpet', 'wood', 'fireplace']",[],[],[],[],[]
2043,[],[],[],[],[],[],[],[],[],[],[]
2045,[],[],"['patio', 'deck']",[],[],"['high ceiling', 'granite', 'carpet']",[],"['dryer', 'washer']",[],[],[]
2046,[],[],['patio'],[],[],"['dryer', 'walk']",[],[],[],[],[]
2047,[],[],[],[],[],"['fireplace', 'laminate']",['pantry'],[],[],[],[]
2048,[],[],"['deck', 'patio']",[],[],['fireplace'],[],[],[],['wood'],['bar']
2049,[],[],['pool'],[],[],"['vaulted', 'carpet', 'laminate']",[],[],[],[],[]
2050,[],[],[],[],[],"['island', 'walk', 'fireplace']",[],[],[],[],[]
2051,[],[],[],[],[],['carpet'],[],[],[],[],[]
2052,[],['carpet'],[],[],[],['vaulted'],[],[],[],[],[]
2053,[],"['vaulted', 'walk']",['deck'],[],[],"['washer', 'dryer', 'ceiling fan', 'pantry']",[],[],[],[],"['vaulted', 'pantry', 'fireplace', 'vaulted']"
2054,[],[],['patio'],[],[],"['fireplace', 'wood', 'fireplace']",[],[],[],[],[]
2055,[],[],"['pool', 'spa']",[],"['carpet', 'wood']","['island', 'pantry', 'washer', 'dryer', 'walk']",[],[],[],[],['bar']
2056,[],[],"['patio', 'patio']",['fireplace'],[],"['ceiling fan', 'granite', 'pantry']",[],"['washer', 'dryer']",[],[],[]
2057,[],[],['patio'],[],[],[],[],[],[],[],[]
2058,[],[],[],[],[],[],[],[],[],[],[]
2059,[],[],"['patio', 'wood']",[],[],"['vaulted', 'fireplace', 'carpet', 'wood']",[],[],[],[],"['dryer', 'washer', 'dryer', 'washer']"
2060,[],[],[],[],[],['fireplace'],[],[],[],[],[]
2061,[],[],[],['fireplace'],[],"['dryer', 'washer', 'wood']",[],[],[],[],[]
2062,[],[],['pool'],[],[],[],[],[],[],[],[]
2063,['vaulted'],[],[],['fireplace'],[],[],['bar'],[],[],[],[]
2064,[],[],"['pool', 'pool']",[],[],[],[],[],[],[],['walk']
2065,[],[],"['deck', 'patio']",[],[],['hot tub'],[],[],[],[],['walk']
2066,[],[],"['patio', 'spa', 'pool']",[],[],"['ceiling fan', 'dryer', 'fireplace', 'fireplace', 'carpet', 'washer', 'dryer']",[],[],[],[],[]
2067,[],[],[],"['wood', 'fireplace']",[],['vaulted'],[],[],[],[],[]
2068,[],[],['pool'],[],['wood'],[],[],['washer'],[],[],[]
2069,[],[],[],[],[],[],[],[],[],[],[]
2070,[],[],['patio'],[],[],"['pantry', 'vaulted', 'bar', 'dryer', 'washer']",[],[],[],"['patio', 'pool']",[]
2071,[],"['walk', 'walk']",[],['fireplace'],[],"['carpet', 'walk']",[],"['dryer', 'washer']",[],['pool'],"['office', 'office', 'pantry', 'island', 'granite', 'marble']"
2072,[],[],['patio'],[],[],"['fireplace', 'wood', 'carpet']",[],[],[],[],"['dryer', 'washer']"
2073,[],[],[],['fireplace'],[],"['walk', 'bar']","['island', 'pantry']",[],[],[],[]
2074,[],[],"['patio', 'wood']",[],[],"['vaulted', 'bar', 'fireplace', 'carpet', 'marble', 'wood']",[],[],[],[],[]
2075,[],[],['patio'],[],[],[],[],[],[],[],[]
2076,[],[],['patio'],[],[],['fireplace'],[],[],[],[],['island']
2077,[],[],"['patio', 'deck']",[],[],"['wood', 'laminate', 'washer', 'dryer']",[],[],[],[],[]
2078,[],[],['deck'],[],[],['fireplace'],[],[],[],['bar'],"['island', 'pantry', 'bar']"
2079,[],[],"['patio', 'patio']",[],['carpet'],[],[],[],[],[],[]
2080,[],[],[],[],[],"['dryer', 'washer', 'walk']",[],[],[],[],[]
2082,[],[],['pool'],[],[],['wood'],[],[],[],[],[]
2083,['walk'],[],['pool'],[],[],[],['granite'],[],[],[],[]
2084,[],[],[],[],[],"['washer', 'dryer']",[],[],[],[],[]
2085,[],[],"['pool', 'pool', 'pool', 'pool']",[],[],"['island', 'pantry', 'dryer', 'washer', 'dryer', 'washer', 'marble', 'wood']",[],[],[],['pool'],"['office', 'bar']"
2086,[],[],[],[],[],[],[],[],[],[],[]
2087,[],[],[],[],[],[],[],[],[],[],[]
2088,[],[],['patio'],[],['carpet'],"['dryer', 'washer', 'high ceiling', 'walk']",[],[],[],[],[]
2089,[],[],"['pool', 'wood', 'patio']",[],[],"['pantry', 'carpet', 'fireplace']",[],[],[],['island'],"['dryer', 'dryer', 'washer', 'washer']"
2090,[],[],['pool'],[],[],['carpet'],[],[],[],[],[]
2091,['marble'],[],"['pool', 'pool', 'pool', 'pool', 'pool']",[],[],"['ceiling fan', 'island', 'pantry', 'walk', 'fireplace', 'carpet']",['laminate'],[],[],[],[]
2092,[],[],[],[],[],[],[],[],[],[],[]
2093,[],[],[],['fireplace'],[],"['bar', 'high ceiling', 'island', 'granite', 'carpet']",[],"['dryer', 'washer']",[],[],[]
2094,[],[],[],[],[],"['dryer', 'washer', 'carpet', 'carpet']",[],[],[],[],[]
2095,[],[],[],[],[],['walk'],"['bar', 'island']",[],[],[],[]
2096,[],[],[],[],[],"['fireplace', 'wood']",[],[],[],[],[]
2098,[],['walk'],[],[],[],"['fireplace', 'pool', 'walk', 'island', 'walk', 'dryer', 'washer', 'office', 'pantry', 'carpet', 'wood']",[],[],[],[],[]
2099,[],[],[],[],[],['fireplace'],[],[],[],[],[]
2100,[],[],"['patio', 'pool']",[],[],"['dryer', 'washer']",[],[],[],['pool'],[]
2101,[],[],"['patio', 'pool', 'pool', 'pool', 'patio', 'patio']",[],[],"['pantry', 'quartz', 'walk', 'walk', 'carpet', 'wood']",[],[],[],[],[]
2102,[],['walk'],"['pool', 'pool', 'pool']",[],[],"['fireplace', 'fireplace', 'carpet', 'vaulted']",['granite'],[],[],[],[]
2103,[],[],[],[],[],[],[],[],[],[],[]
2104,[],[],['patio'],[],[],[],[],[],[],[],[]
2106,[],[],[],[],[],"['washer', 'dryer']",[],[],[],[],[]
2107,[],[],['deck'],[],[],['wood'],[],[],[],[],[]
2108,[],"['vaulted', 'ceiling fan', 'walk']",['patio'],[],[],"['wood', 'washer', 'dryer']","['bar', 'pantry', 'granite']",[],"['bar', 'ceiling fan', 'vaulted']",['pool'],[]
2109,[],[],['deck'],[],[],"['dryer', 'washer']",[],[],[],[],[]
2110,[],[],"['patio', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa']",[],[],"['carpet', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'fireplace']","['dryer', 'washer', 'granite']",[],[],[],[]
2111,[],[],['wood'],[],[],"['carpet', 'wood', 'wood', 'laminate', 'dryer', 'washer']",[],[],[],[],[]
2112,[],[],"['patio', 'deck']",[],[],['carpet'],[],[],[],[],[]
2113,[],[],[],[],"['laminate', 'carpet']","['vaulted', 'walk']",[],[],[],[],['office']
2114,[],[],['walk'],['fireplace'],[],"['walk', 'carpet']","['dryer', 'washer', 'bar', 'island', 'pantry', 'walk']",[],[],[],['office']
2115,[],[],[],[],[],[],[],[],[],[],[]
2116,[],[],[],['fireplace'],[],"['carpet', 'walk']",['bar'],[],[],[],[]
2117,[],[],['patio'],[],[],"['ceiling fan', 'fireplace', 'fireplace']",[],[],[],[],[]
2118,[],[],['patio'],[],[],"['island', 'walk', 'wood', 'fireplace', 'fireplace']",[],[],[],[],[]
2119,[],[],[],[],[],[],[],[],[],[],[]
2121,[],[],[],[],[],['carpet'],[],[],[],[],[]
2122,[],[],['pool'],[],[],[],[],[],[],[],[]
2123,[],[],[],[],[],[],[],[],[],[],"['wood', 'wood', 'granite', 'pantry', 'wood']"
2124,[],[],[],"['fireplace', 'wood']",[],"['washer', 'dryer']",[],[],[],[],[]
2125,[],[],"['wood', 'patio', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool']",[],[],"['carpet', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'fireplace']","['dryer', 'quartz']",[],[],[],[]
2126,[],[],"['deck', 'deck', 'patio', 'wood']",[],[],"['fireplace', 'wood', 'carpet', 'wood']",[],[],[],[],[]
2128,[],[],['patio'],[],[],"['washer', 'dryer']",[],[],[],[],[]
2129,[],[],"['patio', 'pool']",[],['carpet'],"['washer', 'dryer']",[],[],[],[],[]
2130,[],[],['pool'],[],[],[],[],[],[],[],[]
2131,[],[],[],[],[],[],[],[],[],[],[]
2132,[],[],"['patio', 'patio', 'patio', 'pool']",[],['carpet'],"['ceiling fan', 'granite', 'spa']",['granite'],[],[],[],[]
2133,[],[],['patio'],[],[],[],[],[],[],[],[]
2134,[],[],"['pool', 'pool', 'patio', 'deck', 'patio', 'deck']","['fireplace', 'wood', 'fireplace']",[],"['bar', 'high ceiling', 'island', 'carpet']",[],"['dryer', 'washer']",[],[],[]
2135,[],[],[],[],[],[],[],[],[],[],[]
2136,[],[],"['deck', 'wood', 'patio']",[],[],"['vaulted', 'wood', 'fireplace', 'fireplace']",[],[],[],[],[]
2137,[],[],[],[],[],[],[],[],[],[],[]
2138,"['marble', 'jets']",['walk'],[],"['fireplace', 'fireplace', 'wood']",[],"['washer', 'dryer', 'carpet', 'marble']",[],[],[],[],"['bar', 'granite', 'island', 'pantry']"
2139,[],[],[],[],[],[],[],[],[],[],[]
2140,[],[],[],[],[],[],[],[],[],[],[]
2141,[],[],"['patio', 'spa', 'pool']",[],[],"['dryer', 'dryer', 'wood', 'laminate', 'washer', 'washer', 'dryer']",[],[],[],[],[]
2142,[],[],"['pool', 'pool', 'pool']",[],[],"['ceiling fan', 'dryer', 'pantry', 'washer', 'carpet']",[],[],[],[],[]
2143,[],[],"['pool', 'pool', 'pool']",[],['laminate'],"['dryer', 'washer', 'vaulted', 'walk']",[],[],[],[],[]
2144,[],[],"['pool', 'pool']",[],[],"['washer', 'dryer', 'island', 'wood']",[],[],[],[],[]
2145,[],[],"['patio', 'pool', 'pool', 'patio', 'patio', 'deck', 'deck']",[],[],"['ceiling fan', 'granite', 'pantry', 'walk', 'carpet']",[],[],[],[],[]
2146,[],[],[],['fireplace'],[],['vaulted'],"['island', 'pantry']",[],[],[],[]
2147,[],[],['pool'],['fireplace'],[],['ceiling fan'],[],[],[],[],[]
2148,[],[],['patio'],[],['carpet'],['walk'],[],[],[],[],[]
2149,[],['carpet'],[],['wood'],[],[],['island'],[],[],[],[]
2150,[],[],"['deck', 'patio']",[],[],"['carpet', 'wood', 'laminate', 'fireplace', 'wood', 'fireplace', 'dryer', 'washer', 'washer', 'dryer']",[],[],[],[],[]
2151,[],[],[],[],[],"['dryer', 'washer']",[],[],[],[],[]
2152,[],['walk'],[],[],[],"['fireplace', 'fireplace', 'laminate']","['laminate', 'island']",[],[],[],[]
2154,[],[],['patio'],"['fireplace', 'wood']",[],[],[],[],[],[],[]
2155,[],"['walk', 'ceiling fan']",['wood'],[],[],"['dryer', 'washer', 'fireplace', 'carpet']",[],[],[],[],"['fireplace', 'wood', 'washer', 'dryer']"
2156,[],[],['pool'],[],[],"['granite', 'carpet', 'wood']",[],[],[],[],[]
2157,[],[],"['pool', 'patio', 'deck', 'patio', 'deck']","['fireplace', 'wood', 'fireplace']",[],"['island', 'quartz', 'laminate']",[],"['dryer', 'washer']",[],[],[]
2158,[],[],[],[],[],"['fireplace', 'carpet', 'laminate', 'granite']",[],[],[],[],[]
2159,[],[],['pool'],[],[],"['dryer', 'high ceiling', 'washer', 'carpet']",[],"['dryer', 'dryer', 'washer']",[],[],[]
2160,[],[],[],"['fireplace', 'wood']",[],"['dryer', 'dryer', 'washer', 'pantry', 'walk', 'wood']",[],[],[],[],['office']
2162,[],[],"['pool', 'pool']",['fireplace'],['carpet'],"['ceiling fan', 'granite']","['bar', 'granite']",[],[],[],[]
2163,[],[],"['patio', 'wood']",[],[],"['fireplace', 'wood', 'carpet']",[],[],[],[],"['dryer', 'washer', 'dryer', 'washer']"
2164,[],"['walk', 'walk']",['patio'],[],[],"['carpet', 'wood', 'high ceiling', 'walk']",[],[],[],['pool'],"['bar', 'granite', 'marble']"
2165,[],[],"['patio', 'deck', 'patio', 'deck']",['fireplace'],[],"['dryer', 'high ceiling', 'island', 'washer', 'quartz', 'wood']",[],"['dryer', 'washer']",[],[],[]
2166,[],[],[],[],[],"['patio', 'wood']",[],[],[],[],[]
2167,[],[],['pool'],[],[],['carpet'],"['granite', 'bar']",[],[],[],[]
2168,[],[],['patio'],[],[],"['carpet', 'wood', 'island', 'granite', 'washer', 'dryer']",[],[],[],"['washer', 'dryer']",[]
2169,[],[],[],[],[],[],[],[],[],[],[]
2170,[],[],['patio'],[],[],[],[],[],[],[],[]
2171,[],[],[],[],[],[],[],[],[],[],[]
2172,[],['walk'],"['pool', 'pool']",[],[],['carpet'],"['granite', 'walk', 'pantry', 'pantry', 'island', 'bar']",[],[],[],[]
2173,[],[],[],[],[],[],[],[],[],[],[]
2175,[],[],[],[],[],"['ceiling fan', 'pantry', 'walk']",[],[],[],[],[]
2177,[],[],[],[],[],"['wood', 'carpet']",[],[],[],[],[]
2178,[],[],['pool'],[],[],['fireplace'],[],[],[],['wood'],"['dryer', 'washer']"
2179,[],[],"['patio', 'patio', 'pool', 'pool']",[],['carpet'],"['ceiling fan', 'spa', 'spa']",[],"['dryer', 'dryer']",[],[],[]
2180,[],[],['patio'],[],[],"['washer', 'dryer']",[],[],[],['walk'],[]
2181,[],[],[],[],[],"['pantry', 'walk', 'pantry', 'dryer', 'washer', 'carpet']",[],[],[],[],[]
2182,[],[],"['pool', 'pool']",[],[],['laminate'],[],[],[],[],[]
2183,[],[],[],[],['carpet'],['pantry'],[],[],[],[],[]
2184,[],[],[],[],[],[],[],[],[],[],[]
2185,[],[],[],[],['carpet'],[],[],[],[],[],['office']
2186,[],[],"['patio', 'patio']",[],['carpet'],"['washer', 'dryer', 'walk']",[],[],[],[],[]
2187,[],[],"['pool', 'spa']",[],[],"['fireplace', 'patio', 'deck', 'carpet', 'walk', 'laminate']",[],[],[],[],[]
2189,[],[],[],[],[],[],[],[],[],[],[]
2190,[],[],[],[],[],"['ceiling fan', 'dryer']",[],[],[],[],[]
2191,[],[],[],[],[],"['carpet', 'laminate']",[],[],[],[],[]
2192,[],[],['patio'],[],[],[],[],[],[],[],[]
2193,[],[],['deck'],[],[],"['fireplace', 'ceiling fan', 'dryer', 'washer', 'carpet', 'wood']",[],[],[],[],[]
2194,[],[],[],[],[],['wood'],[],[],[],[],[]
2195,[],[],"['wood', 'deck', 'wood']",[],[],"['washer', 'dryer', 'wood', 'fireplace', 'wood', 'wood']",[],[],[],[],[]
2196,[],[],['pool'],['fireplace'],[],"['spa', 'spa']",[],[],[],[],[]
2198,[],[],[],['fireplace'],[],[],[],[],[],[],[]
2200,[],[],['wood'],[],[],"['wood', 'fireplace', 'wood']",[],[],[],[],[]
2201,[],[],['patio'],[],[],"['carpet', 'wood', 'island', 'walk', 'quartz', 'fireplace', 'fireplace']",[],[],[],[],[]
2202,[],[],[],[],[],['fireplace'],[],[],[],[],[]
2203,[],[],['pool'],[],[],"['office', 'carpet']",[],[],[],[],[]
2204,[],[],[],[],[],[],[],[],[],[],[]
2205,[],['carpet'],[],[],[],[],"['bar', 'pantry']",[],[],[],[]
2206,[],[],[],[],[],['office'],[],[],[],"['deck', 'patio']",[]
2207,[],[],"['deck', 'hot tub']",[],[],"['washer', 'dryer']",[],[],[],[],['fireplace']
2208,[],[],"['pool', 'pool']",['fireplace'],[],"['dryer', 'dryer', 'washer', 'carpet', 'pantry', 'carpet', 'island', 'pantry', 'office', 'walk', 'wood']",[],[],[],[],['dryer']
2209,[],[],[],[],[],"['deck', 'laminate']",[],[],[],[],[]
2211,[],['carpet'],[],[],[],['vaulted'],"['island', 'pantry']",[],['carpet'],[],[]
2212,[],[],"['pool', 'pool']",[],[],[],[],[],[],[],[]
2213,[],[],[],[],[],[],[],[],[],[],[]
2214,[],[],"['pool', 'patio', 'deck']",[],[],"['island', 'granite', 'carpet']",[],"['dryer', 'washer']",[],[],[]
2215,[],[],['patio'],[],[],[],[],[],[],[],[]
2216,[],"['walk', 'ceiling fan']","['pool', 'hot tub']",['fireplace'],['laminate'],"['washer', 'dryer', 'island']",[],[],[],[],['office']
2217,[],[],[],[],[],"['wood', 'carpet', 'wood', 'laminate']",[],[],[],[],[]
2218,[],[],[],[],[],"['fireplace', 'vaulted', 'washer', 'dryer', 'carpet', 'fireplace', 'pantry', 'vaulted', 'washer', 'dryer', 'carpet']",['vaulted'],[],"['fireplace', 'vaulted']",[],[]
2219,[],[],[],[],[],"['washer', 'dryer']",[],[],[],[],[]
2220,[],[],['patio'],[],[],"['vaulted', 'pantry', 'walk', 'bar']",[],[],[],[],[]
2221,['walk'],[],"['deck', 'patio']",[],[],"['wood', 'wood', 'walk', 'bar']",[],[],[],[],['walk']
2222,[],[],['deck'],['fireplace'],[],"['ceiling fan', 'dryer']",[],[],[],[],[]
2223,[],[],['patio'],[],['carpet'],['walk'],[],[],[],[],[]
2224,[],[],[],[],[],"['wood', 'dryer', 'washer']",[],[],[],['deck'],[]
2225,[],[],[],[],[],[],[],[],[],[],[]
2226,[],['carpet'],[],[],[],['vaulted'],"['island', 'pantry']",[],['carpet'],[],[]
2227,[],"['walk', 'ceiling fan', 'vaulted', 'walk', 'ceiling fan']","['deck', 'wood']",[],[],"['ceiling fan', 'fireplace', 'carpet']",[],[],[],[],"['fireplace', 'vaulted', 'ceiling fan', 'bar', 'pantry', 'granite', 'ceiling fan', 'washer', 'dryer']"
2228,[],[],['pool'],[],[],[],[],[],[],[],"['office', 'office']"
2229,[],[],"['patio', 'deck', 'deck']",[],[],"['washer', 'dryer', 'fireplace', 'carpet']",[],[],[],[],"['fireplace', 'high ceiling']"
2231,[],[],[],[],[],"['wood', 'carpet']",[],[],[],[],[]
2232,['walk'],"['ceiling fan', 'walk']",[],"['fireplace', 'fireplace', 'fireplace']",[],"['carpet', 'wood']","['granite', 'island', 'pantry']",[],[],[],[]
2233,['jets'],['walk'],"['pool', 'pool', 'pool', 'spa']",[],[],"['fireplace', 'fireplace', 'fireplace', 'carpet', 'vaulted']","['laminate', 'pantry', 'island', 'bar']",[],[],[],[]
2234,[],[],['pool'],[],[],[],[],[],[],[],[]
2235,[],[],"['patio', 'wood']",[],[],"['fireplace', 'carpet', 'wood']",[],[],[],[],[]
2236,[],[],['hot tub'],[],[],"['fireplace', 'wood', 'fireplace', 'carpet']",[],[],[],[],"['bar', 'pantry']"
2237,[],[],['deck'],[],[],"['wood', 'fireplace', 'wood']",[],[],[],[],['pantry']
2238,[],[],['pool'],['fireplace'],[],['granite'],[],[],[],[],['walk']
2239,[],[],[],[],[],"['dryer', 'washer']",[],[],[],[],[]
2241,[],[],[],[],[],[],[],[],[],[],[]
2242,[],[],['deck'],[],[],"['wood', 'pantry', 'walk', 'dryer', 'washer', 'washer', 'dryer']",[],[],[],[],[]
2243,[],[],"['patio', 'deck', 'patio', 'patio', 'pool', 'pool']","['wood', 'fireplace']",[],"['vaulted', 'ceiling fan', 'spa', 'spa']",[],"['dryer', 'washer', 'washer']",[],[],[]
2244,[],[],"['pool', 'pool']",[],[],"['washer', 'dryer', 'wood']",[],[],[],['pool'],[]
2245,[],[],[],['fireplace'],[],"['carpet', 'walk']","['bar', 'island', 'pantry']",[],[],[],[]
2246,[],[],['pool'],"['fireplace', 'wood']",[],"['carpet', 'carpet', 'wood']",[],[],[],[],[]
2247,[],[],"['pool', 'pool', 'pool', 'pool']",[],[],"['dryer', 'washer']",[],[],[],['pool'],[]
2248,[],[],[],[],"['carpet', 'laminate']","['washer', 'dryer', 'walk']",[],[],[],[],[]
2249,[],['walk'],['patio'],"['fireplace', 'fireplace', 'wood', 'fireplace']",[],"['washer', 'dryer', 'washer', 'dryer']",[],[],[],[],[]
2250,[],[],[],[],[],[],[],[],[],[],[]
2251,[],[],"['pool', 'pool']",[],[],"['carpet', 'wood', 'carpet', 'pantry', 'walk']",[],[],[],[],[]
2252,[],[],[],[],[],[],[],[],[],['office'],[]
2253,[],[],[],[],[],['carpet'],[],[],[],[],[]
2254,[],[],"['patio', 'patio']",[],"['carpet', 'laminate']",['walk'],[],[],[],[],['pool']
2255,[],[],[],"['wood', 'fireplace']",[],[],"['bar', 'pantry']",[],[],[],[]
2258,[],[],"['patio', 'deck']",[],[],"['bar', 'washer', 'dryer', 'walk', 'ceiling fan', 'walk', 'bar', 'carpet', 'fireplace']",[],[],[],[],['bar']
2259,[],[],['patio'],[],[],"['dryer', 'washer']",['bar'],[],[],['sky'],[]
2260,[],[],"['pool', 'pool']",[],['laminate'],['walk'],[],[],[],[],[]
2262,[],[],[],[],[],['pantry'],[],[],[],[],[]
2263,[],[],[],['fireplace'],[],"['washer', 'dryer', 'carpet', 'carpet', 'island', 'pantry', 'walk', 'wood']",[],[],[],[],[]
2264,[],[],[],['fireplace'],[],[],[],[],[],"['walk', 'washer', 'dryer', 'walk']",[]
2265,[],[],"['pool', 'pool', 'spa', 'spa']",[],"['carpet', 'wood']","['dryer', 'washer', 'high ceiling', 'wood', 'vaulted', 'walk']",[],[],[],[],['office']
2266,[],[],['wood'],[],"['laminate', 'carpet']",['wood'],[],[],[],[],[]
2267,[],[],['patio'],[],['carpet'],"['dryer', 'washer', 'high ceiling', 'walk']",[],[],[],[],[]
2269,[],[],[],[],[],['walk'],[],[],[],[],[]
2270,[],[],"['deck', 'wood']","['fireplace', 'wood']",[],"['ceiling fan', 'dryer', 'dryer', 'washer', 'wood']",[],[],[],[],[]
2271,[],[],[],[],[],['fireplace'],[],[],[],[],[]
2273,[],"['carpet', 'walk']","['deck', 'pool', 'pool']",[],[],"['fireplace', 'carpet', 'dryer', 'washer']",[],[],[],[],"['wood', 'wood', 'island', 'granite', 'fireplace', 'wood']"
2274,[],[],"['patio', 'deck', 'patio']",[],"['carpet', 'laminate']",['walk'],[],[],[],[],['office']
2276,[],[],[],[],[],"['fireplace', 'fireplace', 'island', 'pantry', 'fireplace', 'office', 'walk', 'wood']",[],[],[],[],[]
2280,[],[],[],[],[],[],[],[],[],[],[]
2281,[],[],[],[],[],"['fireplace', 'fireplace', 'bar', 'pantry', 'walk', 'vaulted', 'walk']",[],[],[],['deck'],[]
2282,[],[],"['patio', 'patio', 'patio', 'pool', 'pool']",[],[],"['spa', 'spa']",['quartz'],[],[],[],['walk']
2283,[],[],"['patio', 'patio', 'pool']",[],[],"['walk', 'vaulted', 'granite', 'carpet', 'laminate']",[],[],[],"['dryer', 'washer']",[]
2284,[],[],[],['fireplace'],[],['walk'],"['island', 'pantry', 'walk']",[],[],[],[]
2285,[],[],[],[],[],[],[],[],[],[],[]
2286,[],[],"['deck', 'wood']",[],[],"['fireplace', 'dryer', 'washer']",[],[],[],['bar'],"['pantry', 'bar']"
2288,[],[],[],[],[],[],[],[],[],[],[]
2289,[],[],[],['fireplace'],[],[],[],[],[],[],[]
2290,[],[],[],[],[],[],[],[],[],[],[]
2291,[],[],"['pool', 'pool']",[],[],"['dryer', 'washer']",[],[],[],[],[]
2292,[],[],"['patio', 'wood']",[],[],[],[],[],[],[],[]
2293,[],['carpet'],[],[],[],[],[],[],"['wood', 'laminate']",[],[]
2294,[],['carpet'],[],[],[],['vaulted'],"['island', 'pantry', 'walk']",[],[],[],[]
2295,[],[],[],[],[],[],[],[],[],[],[]
2296,[],[],['patio'],[],[],"['carpet', 'wood', 'fireplace', 'fireplace']",[],[],[],[],[]
2297,[],[],[],[],[],['wood'],[],[],[],[],[]
2298,[],[],[],[],[],['wood'],[],[],[],[],[]
2299,[],[],[],[],[],['fireplace'],[],[],[],[],[]
2300,[],[],[],[],[],['walk'],"['bar', 'island', 'pantry', 'walk']",[],[],[],['office']
2301,[],[],"['patio', 'spa', 'spa', 'pool', 'pool', 'pool']",[],[],"['vaulted', 'walk', 'bar', 'office', 'washer', 'washer', 'dryer', 'carpet', 'wood']",[],[],[],[],[]
2302,[],[],[],[],"['carpet', 'laminate']","['pantry', 'washer', 'dryer', 'walk']",[],[],[],[],[]
2303,[],[],['patio'],['fireplace'],[],"['walk', 'wood', 'washer', 'dryer']",[],[],[],[],[]
2304,[],"['walk', 'ceiling fan']",[],"['fireplace', 'fireplace', 'wood', 'fireplace']",[],"['washer', 'dryer', 'island']",[],[],[],[],[]
2305,[],[],[],[],[],[],[],[],[],[],[]
2306,[],['carpet'],[],[],[],[],['pantry'],[],[],[],[]
2307,[],[],[],[],[],[],[],[],[],['pool'],[]
2308,[],[],"['pool', 'pool']",[],[],"['vaulted', 'fireplace', 'pantry', 'washer', 'dryer', 'walk']",[],[],[],[],"['bar', 'pool']"
2309,[],[],['wood'],[],[],"['walk', 'dryer', 'washer']",[],[],[],[],['bar']
2310,[],[],[],[],"['carpet', 'wood']",['vaulted'],[],[],[],[],[]
2312,[],[],['patio'],[],[],"['wood', 'carpet']",[],[],[],[],[]
2313,[],['walk'],"['patio', 'patio']","['fireplace', 'fireplace', 'fireplace', 'fireplace']",[],"['vaulted', 'dryer', 'washer', 'carpet', 'wood']",[],[],[],[],[]
2314,[],"['walk', 'walk']",['patio'],['fireplace'],[],"['carpet', 'high ceiling', 'walk']",[],[],[],[],"['pantry', 'bar', 'granite', 'marble', 'walk', 'pantry']"
2315,[],[],['patio'],[],[],"['dryer', 'washer']",[],[],[],[],[]
2316,[],[],['pool'],[],[],[],[],[],[],[],[]
2317,[],[],[],[],[],[],[],[],[],[],[]
2318,[],[],"['deck', 'wood']",[],[],"['fireplace', 'wood']",[],[],[],[],['pantry']
2319,[],[],[],[],['wood'],[],[],[],[],[],[]
2320,[],[],[],['fireplace'],[],[],[],[],[],[],[]
2321,[],[],[],[],[],"['dryer', 'washer']",[],[],[],[],['walk']
2322,[],"['ceiling fan', 'walk']","['patio', 'deck', 'pool']",[],[],"['fireplace', 'wood', 'island', 'walk', 'ceiling fan', 'washer', 'dryer', 'pantry', 'laminate', 'carpet']",[],[],[],[],[]
2323,[],[],"['patio', 'patio', 'patio', 'pool']",[],['wood'],['spa'],"['bar', 'island', 'quartz']",[],[],[],[]
2324,[],[],[],['fireplace'],[],"['carpet', 'walk']","['bar', 'island', 'pantry', 'walk']",[],[],[],['office']
2325,[],[],['pool'],[],[],"['pantry', 'carpet']",[],[],[],[],[]
2326,[],[],[],[],[],[],[],[],[],[],[]
2328,[],[],[],[],[],"['ceiling fan', 'carpet', 'ceiling fan', 'deck', 'pantry', 'vaulted']",['deck'],[],[],[],[]
