,Bedroom Info,Bathroom Info,Rooms Info,Interior Info,Exterior Info,Property Info,Laundry Info,Fireplace Info,Flooring Info,Kitchen+Dining Info,Living Room Info
0,[],[],['deck'],[],[],"['fireplace', 'dryer', 'washer']",[],[],[],['bar'],"['pantry', 'bar']"
2,[],"['walk', 'walk']",['patio'],['fireplace'],[],"['wood', 'vaulted', 'walk']",[],[],[],[],"['granite', 'marble', 'walk', 'pantry']"
4,[],[],"['patio', 'patio']",[],[],"['dryer', 'washer', 'wood', 'walk']",[],[],[],[],[]
5,[],[],[],['fireplace'],[],['wood'],[],[],[],[],[]
7,[],[],['hot tub'],['wood'],[],"['island', 'spa']",[],[],[],[],[]
8,[],[],[],[],[],"['wood', 'laminate']",[],[],[],[],[]
9,[],[],"['pool', 'spa', 'spa']","['fireplace', 'fireplace']",[],"['vaulted', 'pool', 'spa', 'carpet', 'laminate']",[],[],[],[],[]
10,[],[],[],[],[],"['washer', 'dryer']",[],[],[],['patio'],['office']
11,[],[],[],[],[],"['bar', 'carpet', 'wood']",[],[],[],[],[]
12,[],[],[],[],['carpet'],[],[],[],[],[],[]
13,[],[],['patio'],[],[],"['carpet', 'laminate', 'pantry', 'laminate', 'fireplace', 'wood', 'fireplace', 'dryer', 'washer', 'washer', 'dryer', 'washer', 'dryer']",[],[],[],[],[]
15,[],[],[],[],[],[],[],[],[],[],[]
16,[],['carpet'],[],[],[],"['fireplace', 'wood', 'fireplace', 'vaulted', 'carpet', 'laminate']",['laminate'],[],"['fireplace', 'vaulted', 'laminate']",[],[]
17,[],[],['walk'],[],[],['walk'],[],[],[],[],[]
18,[],[],[],[],[],"['pantry', 'walk', 'pantry', 'bar', 'dryer', 'washer', 'carpet']",[],[],[],[],[]
19,[],[],['deck'],[],[],['fireplace'],[],[],[],[],[]
22,[],[],[],[],[],[],[],[],[],[],[]
23,[],[],[],[],[],[],[],[],[],[],[]
24,[],[],[],[],[],[],[],[],[],[],[]
25,[],[],['pool'],[],[],['carpet'],"['pantry', 'island', 'bar']",[],[],[],[]
26,[],[],[],[],[],"['carpet', 'laminate']",['pantry'],[],[],[],[]
27,[],[],[],[],[],[],[],[],[],[],[]
28,[],[],[],[],[],"['fireplace', 'pantry']",[],[],[],[],['wood']
29,[],[],[],[],[],[],[],[],[],[],[]
30,[],[],[],[],[],[],[],[],[],[],[]
31,[],[],['pool'],[],[],"['dryer', 'washer']",[],[],[],[],"['washer', 'dryer']"
32,[],[],"['patio', 'wood']",[],[],"['vaulted', 'fireplace', 'carpet', 'wood']",[],[],[],[],"['washer', 'dryer', 'washer']"
33,[],[],['patio'],[],[],"['wood', 'fireplace']",[],[],[],[],[]
34,[],[],['pool'],[],[],[],[],['dryer'],[],[],[]
35,[],[],"['patio', 'patio', 'patio', 'pool']",[],[],['spa'],['quartz'],[],[],[],[]
36,[],[],"['patio', 'patio', 'pool']",[],[],"['granite', 'spa', 'spa']","['bar', 'granite', 'island']",[],[],[],['walk']
37,[],[],['deck'],['fireplace'],[],"['bar', 'vaulted', 'walk', 'walk', 'pantry', 'bar', 'ceiling fan', 'carpet', 'wood']",[],[],[],[],[]
38,[],[],[],[],[],"['carpet', 'laminate', 'wood', 'island', 'pantry', 'fireplace', 'wood', 'fireplace', 'dryer', 'washer', 'dryer', 'washer', 'dryer']",[],[],[],[],[]
39,[],[],"['deck', 'deck']",[],[],"['dryer', 'washer']",[],[],[],[],[]
40,[],[],[],[],[],"['wood', 'wood']",[],[],[],[],[]
42,[],"['walk', 'walk']",[],['fireplace'],[],"['carpet', 'laminate', 'walk']",[],[],[],[],['pantry']
43,[],[],[],[],[],['carpet'],[],[],[],[],[]
44,['walk'],[],[],[],[],"['patio', 'carpet', 'ceiling fan']","['island', 'pantry']",[],[],[],[]
45,[],[],[],[],[],[],[],[],[],[],[]
46,[],[],[],[],[],"['dryer', 'washer', 'island', 'wood']",[],[],[],[],[]
47,[],[],[],['fireplace'],[],"['dryer', 'washer']",[],[],[],"['ceiling fan', 'washer', 'dryer']",[]
48,[],[],[],[],[],[],[],[],[],[],[]
50,[],['carpet'],[],[],[],[],[],[],['carpet'],[],[]
51,[],[],"['deck', 'patio']",[],[],['fireplace'],[],[],[],[],[]
53,[],[],['pool'],[],"['carpet', 'wood']","['granite', 'spa', 'spa']",['granite'],[],[],[],[]
54,[],[],['patio'],[],[],"['carpet', 'fireplace']",[],[],[],[],[]
55,[],[],[],[],[],"['carpet', 'wood']",[],[],[],[],[]
57,[],[],['pool'],['fireplace'],[],[],[],[],[],[],[]
58,[],[],[],[],[],[],[],[],[],[],[]
59,[],[],[],['fireplace'],[],"['wood', 'island', 'pantry']",[],[],[],[],[]
60,[],[],[],[],[],['carpet'],[],[],[],[],[]
61,[],[],[],[],[],"['carpet', 'walk', 'laminate']","['bar', 'pantry', 'island']",[],[],[],[]
62,[],[],"['deck', 'wood']",[],[],"['washer', 'dryer', 'dryer', 'walk', 'ceiling fan', 'laminate']",[],[],[],[],[]
63,[],[],[],[],[],[],[],[],[],[],[]
64,[],[],[],['fireplace'],[],['office'],[],[],[],"['deck', 'patio']",[]
65,[],[],[],[],[],"['fireplace', 'dryer', 'washer', 'wood']",[],[],[],[],[]
66,[],[],[],[],[],[],[],[],[],[],[]
68,[],[],[],[],[],[],[],[],[],[],[]
69,[],[],"['pool', 'pool']",[],[],['carpet'],[],[],[],[],[]
70,[],[],[],[],[],"['washer', 'dryer', 'carpet']",[],[],[],[],[]
71,[],[],[],[],[],"['pantry', 'dryer', 'carpet']",[],[],[],[],[]
72,[],[],[],[],[],[],[],[],[],[],[]
73,[],[],[],['fireplace'],[],[],['bar'],[],[],[],[]
74,[],[],['wood'],[],[],"['fireplace', 'wood']",[],[],[],[],[]
75,[],[],['patio'],[],[],"['fireplace', 'fireplace', 'carpet']",[],[],[],[],[]
76,[],[],[],[],"['carpet', 'laminate', 'wood']",[],[],[],[],[],[]
77,[],[],[],[],[],"['carpet', 'laminate']",[],[],[],[],[]
79,[],[],[],[],[],"['dryer', 'washer', 'wood', 'fireplace', 'fireplace']",[],[],[],[],['granite']
80,[],[],[],[],[],['wood'],[],[],[],[],[]
81,[],[],['pool'],[],[],"['walk', 'vaulted', 'granite', 'carpet']",[],[],[],"['dryer', 'washer']",[]
82,[],[],"['patio', 'patio']",[],['carpet'],[],[],[],[],[],[]
83,[],[],[],[],[],[],[],[],[],"['deck', 'granite', 'walk']",[]
84,[],[],"['pool', 'pool', 'pool']",[],[],['wood'],[],[],[],[],[]
86,"['granite', 'walk']",[],"['patio', 'patio', 'pool', 'pool']",['fireplace'],"['carpet', 'wood']","['vaulted', 'granite', 'bar', 'spa', 'spa']","['granite', 'island']",[],[],[],['walk']
87,[],[],"['pool', 'pool']",[],"['carpet', 'wood']","['fireplace', 'pantry', 'washer', 'dryer', 'walk']",[],[],[],['pool'],[]
88,[],[],[],[],[],[],[],[],[],[],[]
89,[],[],['pool'],['fireplace'],[],"['washer', 'dryer']",[],[],[],"['deck', 'patio', 'island', 'vaulted', 'ceiling fan']","['vaulted', 'deck', 'patio']"
90,[],[],[],[],[],[],[],[],[],[],[]
91,['walk'],[],"['patio', 'patio', 'patio', 'patio', 'pool', 'pool']",['fireplace'],['wood'],"['ceiling fan', 'bar', 'granite', 'spa']","['granite', 'island']",['dryer'],[],[],"['office', 'walk']"
92,[],[],['wood'],[],[],"['wood', 'wood', 'walk', 'walk']",[],[],[],[],[]
93,[],[],[],[],[],[],[],[],[],[],[]
95,[],[],['fireplace'],[],[],[],[],[],[],['deck'],[]
96,[],['walk'],['wood'],[],[],"['fireplace', 'wood', 'carpet']",[],[],[],[],"['fireplace', 'bar', 'washer', 'dryer']"
97,[],[],"['pool', 'pool', 'pool', 'pool', 'spa', 'spa', 'spa']",['fireplace'],[],[],['pantry'],[],[],[],[]
98,[],[],[],[],[],['carpet'],[],[],[],[],[]
99,[],[],[],['fireplace'],[],"['washer', 'dryer']",[],[],[],[],[]
100,[],[],"['pool', 'pool']",[],[],['fireplace'],[],[],[],[],[]
102,[],[],"['patio', 'deck']",[],[],"['ceiling fan', 'walk', 'washer', 'dryer', 'washer', 'dryer', 'bar', 'carpet']",[],[],[],[],[]
103,[],[],[],[],[],"['carpet', 'wood', 'pantry', 'walk', 'granite', 'fireplace', 'fireplace', 'washer', 'dryer']",[],[],[],[],[]
104,[],[],[],[],['carpet'],[],[],[],[],[],[]
105,[],[],['patio'],[],[],"['bar', 'pantry', 'walk', 'ceiling fan']",[],[],[],[],[]
106,[],[],['patio'],[],['carpet'],"['vaulted', 'pantry', 'walk']",[],[],[],[],['bar']
107,[],"['walk', 'wood']",['deck'],[],[],"['fireplace', 'carpet', 'wood', 'walk', 'ceiling fan', 'pantry']",[],[],[],[],"['wood', 'wood', 'wood', 'fireplace', 'office', 'wood', 'office']"
108,[],[],[],[],[],"['laminate', 'carpet']",[],[],[],[],['bar']
109,[],[],[],[],[],['bar'],['bar'],[],[],['office'],[]
110,[],[],[],['fireplace'],[],"['dryer', 'washer', 'carpet']",[],[],[],[],[]
111,[],[],['deck'],[],[],"['ceiling fan', 'carpet', 'wood', 'walk']",[],[],[],[],[]
112,['granite'],[],[],['fireplace'],[],[],"['pantry', 'granite']",[],[],[],[]
113,[],[],[],[],[],[],[],[],[],[],[]
114,[],[],[],[],[],[],[],[],[],[],[]
115,[],[],[],[],[],[],[],[],[],[],[]
116,[],[],"['pool', 'spa']",[],[],"['ceiling fan', 'dryer', 'washer', 'carpet', 'laminate']",[],[],[],[],['walk']
117,[],[],[],[],[],"['dryer', 'washer', 'washer', 'dryer', 'carpet', 'walk']",[],[],[],[],[]
118,[],[],[],[],[],['walk'],[],[],[],['pool'],[]
119,[],[],['wood'],[],[],"['dryer', 'washer', 'carpet', 'carpet', 'pantry']",[],[],[],[],[]
120,[],[],"['pool', 'patio', 'deck']","['wood', 'fireplace']",[],"['dryer', 'washer', 'laminate', 'carpet', 'laminate', 'wood']",[],"['dryer', 'washer']",[],[],[]
121,[],[],['patio'],[],[],"['dryer', 'washer']",[],[],[],[],[]
122,[],[],"['deck', 'patio']",[],[],[],[],[],[],[],[]
123,[],[],[],[],[],['wood'],[],[],[],[],[]
124,[],"['ceiling fan', 'walk']",[],[],[],"['ceiling fan', 'dryer', 'washer', 'washer', 'wood']",[],[],[],[],[]
125,[],[],"['patio', 'spa', 'pool', 'pool', 'pool', 'spa']",[],[],"['dryer', 'fireplace', 'fireplace', 'marble', 'washer', 'dryer']",[],[],[],[],[]
126,[],[],[],[],[],"['ceiling fan', 'dryer', 'carpet']",[],[],[],[],[]
127,['walk'],['ceiling fan'],['patio'],"['fireplace', 'fireplace', 'wood', 'fireplace']",[],"['dryer', 'washer', 'carpet', 'laminate']",['granite'],[],[],[],[]
128,[],[],['patio'],[],['carpet'],[],[],[],[],[],[]
129,[],[],[],[],[],"['dryer', 'washer', 'walk']",[],[],[],[],[]
130,[],[],"['pool', 'pool', 'pool']",[],[],"['washer', 'dryer']",[],[],[],[],[]
131,[],[],[],[],[],[],['pantry'],[],[],[],[]
132,[],[],['wood'],[],[],"['carpet', 'laminate']",[],[],[],[],[]
133,[],[],[],[],[],"['pantry', 'vaulted', 'walk', 'pantry', 'bar', 'washer', 'dryer', 'wood']",[],[],[],[],[]
134,[],[],"['patio', 'pool']",[],[],"['vaulted', 'carpet', 'laminate']",[],[],[],[],[]
135,[],[],[],[],[],"['washer', 'dryer']",[],[],[],[],[]
136,[],[],[],[],[],"['dryer', 'washer', 'carpet', 'carpet', 'pantry']",[],[],[],[],[]
137,['granite'],[],[],[],[],['carpet'],['granite'],[],[],[],[]
139,[],[],['deck'],[],[],"['carpet', 'wood', 'bar', 'washer', 'dryer']",[],[],[],[],[]
140,[],[],"['pool', 'pool', 'pool']",[],['carpet'],"['dryer', 'washer', 'walk']",[],[],[],[],[]
142,[],[],[],[],[],[],[],[],[],[],[]
143,[],[],[],[],[],[],[],[],[],"['deck', 'walk', 'carpet']",[]
144,[],[],['wood'],[],[],"['dryer', 'washer']",[],[],[],[],[]
145,[],['ceiling fan'],['patio'],"['fireplace', 'fireplace', 'wood', 'fireplace']",['laminate'],"['washer', 'dryer', 'bar']",[],[],[],[],[]
146,[],[],[],[],[],['fireplace'],[],[],[],[],[]
147,[],[],['wood'],[],[],"['fireplace', 'carpet', 'wood']",[],[],[],[],[]
148,[],['carpet'],[],[],[],"['wood', 'laminate']","['bar', 'wood', 'laminate']",[],"['wood', 'laminate']",[],[]
149,[],[],['wood'],[],[],"['wood', 'fireplace']",[],[],[],[],[]
150,[],[],"['patio', 'wood']",[],[],"['fireplace', 'wood', 'carpet']",[],[],[],[],[]
151,[],[],[],[],[],"['fireplace', 'vaulted', 'granite', 'bar', 'fireplace', 'vaulted', 'walk']",[],[],[],[],[]
152,[],[],"['patio', 'pool']",[],[],"['walk', 'carpet', 'laminate']",[],[],[],[],[]
153,[],[],[],[],[],"['laminate', 'wood']",[],"['dryer', 'washer']",[],[],[]
154,[],[],[],[],[],['fireplace'],[],[],[],"['wood', 'patio']",['laminate']
157,[],[],[],[],[],"['carpet', 'washer', 'dryer', 'washer', 'dryer']",[],[],[],[],[]
158,[],[],['patio'],"['fireplace', 'wood']",[],"['pantry', 'ceiling fan', 'wood']",[],[],[],[],[]
160,[],[],[],[],[],[],[],[],[],[],[]
162,[],[],"['patio', 'deck']","['wood', 'fireplace']",[],"['granite', 'carpet', 'laminate']",[],"['dryer', 'dryer', 'washer']",[],[],[]
163,[],[],[],[],['carpet'],[],[],[],[],[],['office']
164,[],[],[],[],[],[],[],[],[],[],[]
165,[],[],['wood'],[],[],[],[],[],[],[],[]
166,[],['carpet'],[],['wood'],[],['vaulted'],[],[],['carpet'],[],[]
168,[],[],['pool'],"['fireplace', 'fireplace', 'fireplace']",[],"['ceiling fan', 'granite', 'island', 'pantry', 'carpet', 'laminate']",[],['dryer'],[],[],['walk']
169,[],[],[],[],[],[],[],[],[],[],[]
170,[],[],"['deck', 'pool', 'hot tub', 'spa']",[],[],['carpet'],[],[],[],[],[]
171,[],[],['deck'],[],[],"['vaulted', 'ceiling fan', 'carpet', 'wood']",[],[],[],[],[]
172,[],[],"['pool', 'spa', 'pool', 'pool', 'pool']",[],[],"['bar', 'island', 'pantry', 'walk', 'dryer', 'washer', 'marble']",[],[],[],['pool'],"['office', 'bar']"
173,[],[],['deck'],[],[],['fireplace'],[],[],[],[],[]
174,[],[],['spa'],[],[],['carpet'],[],[],[],[],[]
175,[],[],[],['wood'],[],['vaulted'],"['bar', 'wood', 'laminate']",[],[],[],[]
176,[],[],[],[],[],[],[],[],[],[],[]
177,[],[],[],[],[],[],[],[],[],[],[]
178,[],[],[],[],[],['walk'],[],[],[],[],[]
179,[],[],"['spa', 'pool']",[],[],"['dryer', 'carpet', 'washer', 'dryer']",[],[],[],[],[]
180,[],[],['pool'],[],[],"['fireplace', 'fireplace']","['bar', 'island']",[],[],[],[]
181,[],"['walk', 'ceiling fan']",['pool'],"['fireplace', 'fireplace']",['wood'],"['washer', 'dryer', 'washer', 'dryer', 'island', 'bar']",[],[],[],[],[]
182,[],[],[],[],['carpet'],[],[],[],[],[],[]
183,[],[],[],[],[],"['ceiling fan', 'carpet']",[],[],[],[],[]
184,[],[],[],[],[],['wood'],[],[],[],[],[]
185,[],[],[],['fireplace'],[],['walk'],"['bar', 'island']",[],[],[],[]
186,[],[],[],['fireplace'],[],"['carpet', 'laminate']",[],[],[],[],[]
188,['walk'],[],"['patio', 'patio', 'pool', 'pool', 'pool', 'pool']",[],[],"['ceiling fan', 'granite', 'spa', 'spa']","['bar', 'granite', 'island']",[],[],[],['walk']
189,[],[],[],[],[],[],[],[],[],[],[]
190,[],[],"['pool', 'pool']","['fireplace', 'fireplace', 'wood']","['carpet', 'wood']","['wood', 'vaulted', 'walk']",[],[],[],[],[]
191,[],[],[],[],[],[],[],[],[],[],[]
192,[],[],[],[],[],[],[],[],[],[],[]
193,[],['walk'],['deck'],[],[],"['vaulted', 'dryer', 'walk', 'carpet']",[],[],[],[],['office']
194,[],[],"['patio', 'pool']",[],[],"['pantry', 'washer', 'dryer', 'walk']",[],[],[],[],[]
195,[],[],[],[],[],[],[],[],[],[],[]
197,[],[],['patio'],['fireplace'],[],"['carpet', 'laminate']",[],[],[],[],[]
198,[],[],"['patio', 'spa', 'pool']",[],[],"['ceiling fan', 'dryer', 'fireplace', 'fireplace', 'wood', 'laminate', 'washer', 'dryer']",[],[],[],[],[]
199,[],[],[],[],[],"['washer', 'dryer']",[],[],[],['deck'],['office']
200,[],[],[],[],[],['wood'],[],[],[],[],[]
201,[],[],[],[],[],"['ceiling fan', 'carpet', 'laminate']",[],[],[],[],[]
202,[],[],"['patio', 'deck']",[],[],"['ceiling fan', 'walk', 'washer', 'dryer', 'fireplace', 'carpet', 'laminate']",[],[],[],[],[]
204,[],[],[],['wood'],[],[],[],[],[],[],[]
205,[],[],"['pool', 'patio', 'deck']","['wood', 'fireplace']",[],"['high ceiling', 'carpet']",[],['dryer'],[],[],[]
206,['walk'],[],"['patio', 'patio', 'pool']",['fireplace'],['carpet'],"['ceiling fan', 'granite', 'spa']","['bar', 'granite']",[],[],[],[]
208,[],"['wood', 'laminate']",[],[],[],"['wood', 'laminate']",['bar'],[],"['wood', 'laminate']",[],[]
209,[],[],['pool'],[],[],"['dryer', 'washer']",[],[],[],[],['office']
210,[],[],['wood'],[],[],"['wood', 'laminate']",[],[],[],[],[]
211,[],[],[],[],[],"['wood', 'carpet']",[],[],[],[],['office']
212,[],[],['pool'],[],[],"['dryer', 'washer']",[],[],[],[],"['washer', 'dryer']"
213,[],[],"['patio', 'patio']",[],['carpet'],"['dryer', 'washer', 'vaulted', 'walk']",[],[],[],[],[]
214,[],[],[],[],[],[],[],[],[],[],[]
215,[],[],[],[],[],[],[],[],[],[],[]
216,[],[],"['wood', 'patio', 'patio', 'patio']",[],[],"['ceiling fan', 'granite', 'dryer', 'washer', 'carpet', 'carpet']",[],['washer'],[],[],[]
218,[],[],['patio'],[],[],"['carpet', 'washer', 'dryer']",[],[],[],[],['office']
220,[],[],['patio'],[],['carpet'],"['pantry', 'washer', 'dryer', 'walk']",[],[],[],[],[]
221,[],[],[],[],[],[],[],[],[],[],[]
222,[],[],[],[],[],"['dryer', 'washer']",[],[],[],[],[]
223,[],[],['patio'],[],[],[],[],[],[],[],[]
224,[],[],[],"['fireplace', 'wood']",[],"['dryer', 'washer', 'carpet', 'wood', 'wood']",[],[],[],[],[]
225,[],[],[],[],[],"['wood', 'carpet']",[],[],[],[],[]
226,[],[],"['patio', 'pool']",[],[],"['pantry', 'vaulted', 'bar', 'washer', 'dryer', 'carpet', 'laminate']",[],[],[],[],[]
227,[],[],[],[],[],[],[],[],[],[],[]
229,[],['walk'],['patio'],"['fireplace', 'fireplace']",[],"['carpet', 'high ceiling', 'walk']",[],"['dryer', 'washer']",[],['pool'],"['office', 'granite', 'marble']"
230,[],[],['deck'],[],[],[],[],[],[],[],['walk']
231,[],[],[],[],[],"['dryer', 'washer', 'carpet']",[],[],[],[],[]
232,[],[],[],[],[],[],[],[],[],[],[]
233,[],[],['patio'],['fireplace'],[],"['island', 'pantry', 'walk', 'ceiling fan', 'dryer', 'carpet', 'laminate', 'wood']",[],[],[],[],[]
234,[],[],"['patio', 'deck', 'patio', 'pool']",['fireplace'],['carpet'],"['spa', 'spa']",['quartz'],[],[],[],[]
235,[],[],[],"['fireplace', 'wood']",[],"['dryer', 'washer', 'island', 'pantry', 'office', 'walk', 'wood']",[],[],[],[],['office']
236,[],[],['deck'],[],[],[],[],[],[],[],['island']
237,[],[],"['pool', 'pool']","['fireplace', 'fireplace']",[],"['dryer', 'washer', 'carpet', 'island', 'walk', 'wood']",[],[],[],[],[]
238,[],[],['patio'],[],[],['laminate'],[],[],[],[],[]
240,[],['carpet'],[],[],[],[],"['bar', 'island', 'pantry']",[],['carpet'],[],[]
241,[],[],[],[],[],[],[],[],[],[],[]
242,[],[],"['pool', 'pool']",['fireplace'],[],[],"['walk', 'pantry']",[],[],[],[]
243,[],[],[],[],[],[],[],[],[],[],[]
244,[],[],[],"['wood', 'fireplace']",[],"['bar', 'carpet']",[],"['dryer', 'washer']",[],[],[]
245,[],[],['patio'],[],[],[],[],[],[],[],[]
246,[],[],['deck'],"['fireplace', 'fireplace']",[],"['granite', 'walk', 'wood', 'carpet']",[],[],[],[],[]
247,[],['walk'],['patio'],[],[],['carpet'],"['dryer', 'washer', 'bar', 'granite', 'island']",[],[],[],[]
248,[],[],[],[],[],[],[],[],[],[],[]
249,[],[],[],[],[],[],[],[],[],[],[]
250,[],[],[],[],[],[],"['bar', 'island']",[],[],[],[]
251,[],[],"['pool', 'pool', 'pool', 'pool']",[],[],"['fireplace', 'fireplace']",['island'],[],[],[],[]
252,[],[],[],[],[],[],[],[],[],[],[]
253,[],[],['patio'],['fireplace'],[],[],[],[],[],[],[]
254,[],[],[],[],[],['dryer'],[],[],[],[],[]
255,[],[],[],['fireplace'],[],"['washer', 'dryer']",[],[],[],"['deck', 'vaulted', 'ceiling fan']",[]
256,[],[],"['patio', 'patio']","['fireplace', 'fireplace', 'wood']",[],['vaulted'],[],[],[],[],[]
257,[],[],"['fireplace', 'patio', 'pool', 'pool', 'spa']",[],[],"['bar', 'vaulted', 'bar', 'fireplace', 'carpet', 'marble', 'wood']",[],[],[],[],"['fireplace', 'walk']"
258,[],[],[],['fireplace'],[],"['carpet', 'walk']","['island', 'pantry', 'walk']",[],[],[],[]
260,[],[],[],[],[],['wood'],[],[],[],[],[]
262,[],[],[],[],[],[],[],[],[],[],[]
263,[],[],[],[],[],['wood'],[],[],[],[],[]
264,[],[],[],[],[],"['wood', 'pantry', 'granite', 'fireplace', 'fireplace', 'dryer', 'washer', 'washer', 'dryer', 'washer', 'dryer']",[],[],[],[],['fireplace']
265,[],[],[],[],[],[],[],[],[],['laminate'],[]
266,[],[],['deck'],[],[],['carpet'],[],[],[],[],[]
267,[],[],"['deck', 'patio']",[],[],[],[],[],[],[],['carpet']
269,[],[],[],[],[],[],[],[],[],[],[]
270,[],[],[],[],[],"['walk', 'carpet']",[],[],[],[],[]
271,[],[],[],[],[],[],[],[],[],[],[]
272,[],['walk'],['patio'],[],[],"['carpet', 'wood', 'high ceiling', 'walk']",[],"['dryer', 'washer']",[],"['hot tub', 'pool']","['office', 'pantry', 'bar', 'island', 'granite', 'marble', 'walk', 'pantry']"
273,[],[],[],[],[],"['deck', 'hot tub', 'patio', 'walk', 'dryer', 'washer', 'wood']",[],[],[],[],[]
274,[],[],"['pool', 'pool', 'pool', 'spa', 'spa', 'spa', 'spa']","['fireplace', 'patio']",[],['bar'],['pantry'],[],[],[],[]
275,[],[],"['pool', 'pool', 'pool']",['fireplace'],[],"['patio', 'carpet', 'laminate']",[],[],[],[],[]
276,[],[],[],[],[],[],[],[],[],[],[]
277,[],[],[],[],[],"['fireplace', 'fireplace', 'pantry', 'walk']",[],[],[],['wood'],[]
278,[],['carpet'],[],[],[],['vaulted'],['bar'],[],['carpet'],[],[]
281,[],[],"['pool', 'pool', 'pool']",[],[],"['dryer', 'washer', 'dryer', 'pantry']",[],[],[],['pool'],[]
282,[],[],[],[],['wood'],"['washer', 'dryer']",[],[],[],[],[]
283,[],[],"['patio', 'deck', 'patio']",[],[],"['laminate', 'fireplace', 'wood']",[],[],[],"['carpet', 'laminate', 'wood']",[]
284,[],[],['patio'],[],[],"['island', 'walk', 'washer', 'dryer']",[],[],[],[],[]
286,[],[],['patio'],[],['carpet'],"['dryer', 'washer', 'high ceiling', 'vaulted', 'walk']",[],[],[],[],[]
287,[],[],"['pool', 'pool']","['fireplace', 'fireplace']",[],[],[],[],[],[],[]
288,[],[],[],['fireplace'],[],"['bar', 'island']",[],[],[],[],[]
289,[],[],[],[],[],['carpet'],[],[],[],[],[]
290,[],[],[],[],[],['walk'],[],[],[],[],['office']
291,[],[],[],['fireplace'],[],[],[],[],[],"['pool', 'pool', 'carpet']",[]
292,[],[],"['pool', 'patio', 'patio']",[],[],[],[],[],[],[],"['laminate', 'washer', 'dryer', 'dryer']"
293,[],[],[],[],[],['wood'],[],[],[],[],[]
294,[],[],"['patio', 'deck']",[],[],[],[],[],[],[],['pantry']
295,[],[],"['patio', 'wood']",[],[],"['fireplace', 'carpet', 'wood']",[],[],[],[],[]
296,[],['carpet'],[],[],[],[],"['bar', 'island']",[],[],[],[]
297,[],[],['pool'],[],[],['carpet'],[],[],[],[],[]
298,[],[],[],[],[],[],[],[],[],['deck'],['deck']
299,[],[],[],[],[],"['washer', 'dryer']",[],[],[],"['patio', 'ceiling fan']",[]
301,[],[],"['pool', 'patio', 'patio', 'deck']",[],[],"['carpet', 'island', 'pantry', 'fireplace', 'fireplace', 'fireplace']",[],[],[],[],"['laminate', 'washer', 'dryer', 'dryer']"
302,[],[],[],[],[],"['washer', 'dryer', 'wood']",[],[],[],[],[]
303,[],[],[],[],[],"['walk', 'wood']",[],[],[],[],[]
304,[],['carpet'],[],[],[],['bar'],['bar'],[],['carpet'],[],[]
305,[],[],"['patio', 'deck']",[],[],"['washer', 'dryer', 'dryer', 'ceiling fan', 'bar', 'carpet', 'laminate', 'fireplace', 'wood']",[],[],[],[],"['bar', 'pantry']"
306,[],[],[],[],[],[],[],[],[],[],[]
307,[],[],[],['wood'],[],[],['pantry'],[],['carpet'],[],[]
308,[],[],"['patio', 'patio', 'patio', 'pool']",['fireplace'],[],[],[],"['dryer', 'washer']",[],[],[]
309,[],[],[],[],[],['washer'],[],[],[],[],['bar']
310,[],[],"['patio', 'patio', 'pool']",['fireplace'],['carpet'],"['spa', 'spa']",[],[],[],[],[]
313,[],[],[],[],[],[],[],[],[],[],[]
314,[],[],[],[],[],[],[],[],[],[],[]
315,[],[],[],[],[],"['laminate', 'carpet']",[],[],[],[],[]
316,[],"['walk', 'carpet']","['pool', 'deck']",[],[],"['walk', 'washer', 'dryer', 'wood', 'laminate', 'carpet', 'vaulted', 'fireplace']",[],[],[],[],"['bar', 'washer', 'dryer']"
317,[],[],['patio'],[],['laminate'],[],[],[],[],[],[]
319,['walk'],[],"['deck', 'wood']",[],[],['vaulted'],[],[],[],[],[]
320,['jets'],['walk'],"['wood', 'patio', 'deck']","['fireplace', 'fireplace']",[],"['dryer', 'carpet']",[],[],[],[],"['office', 'office', 'granite']"
321,[],['carpet'],[],[],[],"['carpet', 'laminate', 'island', 'walk', 'carpet', 'laminate']",['laminate'],[],['laminate'],[],[]
322,[],[],"['patio', 'deck', 'patio']",[],[],"['vaulted', 'granite', 'fireplace']",[],[],[],"['carpet', 'wood', 'wood']",[]
325,[],[],[],[],[],[],[],[],[],[],[]
326,[],[],[],[],[],"['ceiling fan', 'carpet', 'bar', 'walk']",[],[],[],[],[]
327,[],[],"['patio', 'deck', 'patio', 'wood']","['fireplace', 'fireplace']",[],"['dryer', 'washer', 'carpet']",[],[],[],[],['walk']
328,[],[],['deck'],[],[],[],[],[],[],[],['fireplace']
329,[],[],"['pool', 'pool', 'pool', 'pool']",[],[],"['island', 'walk', 'dryer', 'washer', 'dryer', 'washer', 'wood']",[],[],[],['pool'],[]
330,[],[],"['patio', 'wood']",[],[],"['fireplace', 'wood', 'carpet']",[],[],[],[],[]
331,[],[],"['spa', 'pool']",[],[],"['dryer', 'dryer', 'washer', 'washer', 'dryer', 'washer', 'dryer']",[],[],[],[],[]
332,[],"['walk', 'walk']",['deck'],[],[],"['ceiling fan', 'walk', 'carpet', 'wood']",['pantry'],[],[],[],['fireplace']
333,[],[],[],[],[],[],[],[],[],[],[]
334,[],[],[],[],[],[],[],[],[],['granite'],[]
335,[],[],[],[],[],"['island', 'wood']",[],[],[],[],[]
336,[],[],['deck'],[],['laminate'],[],[],[],[],[],[]
